Marca,Modelo,Ano_Fabricacao,Ano_Modelo,Quilometragem,Combustivel,Cambio,Cor,Num_Portas,Estado_Venda,Preco_Listagem,Foi_Vendido
Honda,City,2025,2025,1042,Flex,CVT,Azul,4,PE,79858,1
Jeep,Renegade,2014,2014,217054,Flex,Manual,Prata,2,BA,10000,0
Volkswagen,Fox,2005,2006,145882,Diesel,Automático,Vermelho,4,DF,10000,0
Chevrolet,Prisma,2022,2022,29647,Flex,Automático,Preto,2,SP,43750,0
Citroën,C3,2014,2014,236390,Flex,Automático,Prata,4,MG,10000,0
Fiat,Toro,2020,2021,28045,Flex,Manual,Branco,2,SC,33935,1
Citroën,C4 Cactus,2008,2008,202554,Flex,Automatizado,Preto,2,GO,10000,0
Peugeot,3008,2022,2022,65436,Flex,Automático,Prata,4,GO,36885,0
Nissan,Versa,2017,2018,84806,Flex,CVT,Branco,4,PE,35992,0
Jeep,Compass,2020,2020,110722,Flex,Manual,Marrom,2,PR,43447,0
Toyota,SW4,2021,2022,48406,Flex,Manual,Preto,4,BA,58003,1
Ford,Focus,2005,2005,199782,Flex,Manual,Branco,4,SP,10000,0
Hyundai,Tucson,2024,2025,1925,Diesel,Automático,Marrom,4,PR,84441,1
Peugeot,3008,2025,2025,1901,Flex,Automático,Vermelho,4,ES,66779,1
Ford,Focus,2017,2018,72672,Flex,Automático,Preto,2,RJ,25672,0
Renault,Captur,2005,2006,238325,Flex,Automático,Preto,4,CE,10000,0
Volkswagen,T-Cross,2011,2012,166512,Flex,Manual,Azul,2,DF,10000,0
Fiat,Toro,2016,2016,108094,Flex,Automático,Marrom,4,BA,19669,0
Jeep,Commander,2011,2011,152113,Diesel,Automático,Vermelho,4,CE,13546,0
Volkswagen,Nivus,2024,2025,1069,Flex,Automático,Vermelho,4,BA,62367,1
Nissan,March,2024,2025,1460,Flex,CVT,Azul,2,BA,104610,1
Chevrolet,S10,2024,2025,849,Diesel,Automático,Branco,4,BA,65901,1
Volkswagen,Tiguan,2010,2011,125646,Flex,Manual,Azul,2,SP,10000,0
Chevrolet,Prisma,2018,2019,82903,Flex,Automático,Preto,4,SP,19264,1
Chevrolet,Montana,2024,2025,2194,Flex,Automático,Preto,2,RJ,35077,1
Citroën,Aircross,2009,2010,166619,Flex,Automático,Vermelho,4,CE,10000,0
Chevrolet,Cobalt,2021,2022,24569,Flex,Manual,Azul,4,BA,26600,1
Ford,Ka,2024,2025,1709,Flex,Automático,Vermelho,2,PE,57053,1
Fiat,Strada,2014,2015,197075,Etanol,Manual,Preto,4,RS,10000,0
Hyundai,i30,2016,2017,74018,Flex,Manual,Azul,4,RJ,25346,1
Ford,Ka,2006,2007,136437,Gasolina,Manual,Marrom,4,DF,10000,0
Renault,Oroch,2017,2017,99695,Flex,Automático,Prata,4,RJ,15162,0
Honda,WR-V,2010,2010,164886,Flex,CVT,Vermelho,4,CE,10840,0
Renault,Sandero,2014,2014,96840,Flex,Automático,Marrom,2,BA,18436,0
Hyundai,i30,2016,2017,87162,Gasolina,Manual,Branco,4,GO,27228,1
Chevrolet,Cruze,2014,2015,186499,Flex,CVT,Azul,2,RS,10000,1
Toyota,Etios,2020,2021,45298,Flex,Automático,Cinza,2,MG,73083,1
Citroën,C4 Cactus,2017,2018,134026,Flex,Automático,Azul,4,RS,16838,0
Citroën,C3,2013,2013,249022,Diesel,Manual,Azul,4,MG,10000,0
Hyundai,HB20S,2019,2020,58892,Flex,Manual,Cinza,4,ES,30917,1
Ford,Fiesta,2023,2023,41300,Gasolina,Manual,Preto,4,MG,35132,1
Hyundai,i30,2022,2023,14814,Flex,Automático,Marrom,4,GO,70284,1
Chevrolet,Montana,2024,2024,12000,Flex,Manual,Marrom,2,MG,42199,1
Peugeot,208,2021,2021,84955,Flex,CVT,Azul,2,RS,36166,0
Ford,Fiesta,2017,2018,77627,Flex,Manual,Marrom,4,ES,20517,1
Fiat,Mobi,2025,2025,1448,Gasolina,Automático,Branco,4,CE,44356,1
Renault,Sandero,2014,2014,69835,Flex,Automático,Cinza,2,MG,17014,0
Jeep,Commander,2008,2008,146238,Flex,Automatizado,Branco,4,BA,10000,0
Renault,Kwid,2015,2015,130434,Flex,Manual,Branco,4,CE,10000,0
Jeep,Commander,2007,2007,313490,Flex,CVT,Prata,4,RS,10000,0
Toyota,RAV4,2020,2021,45263,Etanol,Manual,Branco,4,SP,64217,1
Volkswagen,Nivus,2005,2005,243348,Flex,Manual,Preto,4,SP,10000,0
Nissan,Frontier,2006,2006,414952,Flex,CVT,Preto,4,GO,10000,0
Renault,Duster,2024,2024,16953,Etanol,Manual,Vermelho,4,SP,53922,1
Toyota,Corolla,2005,2006,180197,Diesel,CVT,Vermelho,4,SC,10000,0
Chevrolet,Spin,2010,2011,190576,Flex,Manual,Branco,4,PE,10000,1
Ford,Fiesta,2013,2014,106808,Flex,Automático,Marrom,4,SC,15519,0
Nissan,Kicks,2022,2023,15802,Flex,Automático,Preto,4,GO,75681,1
Citroën,C4 Cactus,2016,2017,67900,Flex,CVT,Marrom,4,RS,28572,0
Ford,EcoSport,2005,2005,208479,Flex,Manual,Prata,4,GO,10000,0
Renault,Clio,2019,2019,73770,Flex,Automático,Marrom,4,GO,28447,1
Hyundai,Tucson,2008,2009,347169,Flex,Manual,Prata,4,BA,10000,0
Volkswagen,Gol,2011,2012,267707,Gasolina,Automático,Vermelho,4,GO,10000,0
Chevrolet,Onix,2019,2020,58811,Flex,Automático,Preto,4,PE,22502,1
Toyota,SW4,2007,2007,158486,Flex,Automático,Marrom,4,ES,10342,0
Ford,Ranger,2006,2006,351555,Flex,Automático,Cinza,2,RS,10000,0
Nissan,Versa,2022,2023,48500,Flex,Manual,Branco,4,PE,56417,0
Renault,Logan,2016,2017,166928,Flex,Manual,Marrom,4,RJ,10000,0
Volkswagen,Amarok,2024,2024,24328,Flex,Automático,Marrom,4,GO,47863,0
Fiat,Palio,2009,2010,214182,Flex,Automático,Branco,4,BA,10000,0
Honda,WR-V,2012,2012,84408,Flex,Automático,Vermelho,4,BA,27971,1
Ford,Ka,2014,2015,157430,Flex,Manual,Azul,4,RJ,10000,0
Ford,EcoSport,2016,2017,84232,Flex,Manual,Azul,4,BA,22610,1
Jeep,Compass,2010,2010,191320,Flex,Automático,Azul,4,SP,10000,0
Nissan,Sentra,2022,2023,32314,Flex,Manual,Marrom,4,GO,69310,1
Chevrolet,S10,2010,2011,121127,Flex,Manual,Marrom,4,RS,11210,0
Nissan,March,2016,2016,143212,Gasolina,CVT,Azul,4,SC,14851,0
Hyundai,Creta,2022,2022,38456,Diesel,Automático,Vermelho,4,CE,50453,1
Volkswagen,Fox,2018,2019,48902,Flex,Automático,Cinza,2,SP,35739,1
Chevrolet,Cruze,2007,2007,241532,Flex,Manual,Prata,2,PR,10000,0
Peugeot,208,2008,2009,201806,Flex,Manual,Preto,4,RS,10000,0
Volkswagen,Gol,2012,2012,117144,Flex,Manual,Vermelho,4,CE,11939,0
Ford,Fiesta,2007,2008,194132,Flex,Automático,Cinza,4,RJ,10000,1
Jeep,Commander,2021,2021,43309,Flex,Manual,Prata,2,BA,60932,1
Peugeot,208,2011,2011,235945,Gasolina,Manual,Cinza,4,SC,10000,0
Citroën,C4 Cactus,2009,2009,113259,Diesel,Manual,Azul,4,DF,10000,1
Citroën,C4 Cactus,2012,2012,186400,Flex,Automático,Marrom,4,PE,10000,0
Honda,WR-V,2009,2010,221104,Flex,Automático,Prata,4,MG,10000,0
Jeep,Compass,2016,2017,92054,Flex,Automático,Vermelho,4,RJ,37287,0
Citroën,C4 Cactus,2010,2011,134490,Flex,Automático,Marrom,4,BA,10107,0
Volkswagen,T-Cross,2013,2013,142637,Flex,CVT,Azul,4,CE,10000,0
Chevrolet,Montana,2007,2008,275925,Flex,Manual,Preto,4,PE,10000,0
Citroën,Aircross,2016,2016,148718,Flex,Automático,Marrom,4,PE,10000,0
Renault,Logan,2008,2009,152993,Flex,Manual,Marrom,4,PR,10000,0
Fiat,Uno,2017,2017,105968,Flex,Manual,Vermelho,4,ES,19725,0
Nissan,Frontier,2006,2006,386212,Flex,Manual,Marrom,2,BA,10000,0
Toyota,Corolla,2005,2005,225102,Gasolina,Manual,Vermelho,2,PE,10000,0
Ford,Fiesta,2006,2006,174431,Flex,Manual,Marrom,4,MG,10000,0
Volkswagen,Polo,2010,2011,199090,Flex,Automático,Azul,2,BA,10000,0
Toyota,Corolla,2019,2020,67949,Diesel,Automático,Prata,4,MG,53685,1
Toyota,Yaris,2016,2016,167740,Flex,Manual,Vermelho,4,MG,14605,0
Citroën,C4 Cactus,2010,2011,181204,Gasolina,Manual,Preto,2,PE,10000,0
Nissan,Kicks,2016,2017,52508,Diesel,Automático,Branco,4,PE,34029,1
Volkswagen,Saveiro,2006,2006,136195,Flex,Manual,Azul,2,CE,10000,0
Fiat,Cronos,2012,2013,131868,Flex,Manual,Branco,4,ES,10000,0
Fiat,Pulse,2025,2025,1440,Flex,Manual,Vermelho,4,SP,59230,1
Renault,Oroch,2013,2013,127227,Flex,Manual,Prata,4,ES,11270,0
Jeep,Renegade,2019,2020,89605,Flex,Manual,Branco,4,DF,36123,1
Jeep,Compass,2010,2011,100178,Flex,Automático,Branco,4,PR,22083,0
Peugeot,2008,2011,2011,170211,Flex,Manual,Marrom,4,ES,10000,0
Fiat,Uno,2010,2011,102028,Diesel,Manual,Marrom,4,PR,10000,0
Volkswagen,Jetta,2020,2021,46964,Flex,CVT,Cinza,4,MG,44460,1
Chevrolet,Prisma,2010,2010,343444,Gasolina,Automático,Branco,4,GO,10000,0
Citroën,Aircross,2021,2021,73931,Flex,Automático,Azul,4,CE,43067,1
Chevrolet,Tracker,2014,2015,218014,Flex,Automatizado,Vermelho,4,ES,10000,0
Honda,Fit,2021,2021,57417,Flex,Automatizado,Vermelho,4,GO,50225,0
Fiat,Palio,2012,2013,192957,Flex,Automático,Preto,2,DF,10000,0
Citroën,C3,2010,2011,219711,Gasolina,Automático,Branco,4,GO,10000,0
Renault,Captur,2012,2012,194641,Gasolina,CVT,Branco,2,SC,10000,0
Honda,Civic,2009,2010,138922,Gasolina,Manual,Branco,4,BA,10829,0
Nissan,Versa,2020,2021,65542,Gasolina,Automático,Branco,4,ES,43750,0
Chevrolet,Onix,2009,2009,317105,Flex,Manual,Branco,4,MG,10000,1
Nissan,Kicks,2019,2020,87819,Flex,Automatizado,Azul,4,BA,29304,0
Honda,HR-V,2014,2014,160758,Flex,CVT,Azul,4,SP,17649,0
Chevrolet,Tracker,2017,2017,132381,Flex,Manual,Prata,2,ES,10000,0
Hyundai,i30,2022,2023,32442,Flex,Automático,Preto,2,BA,60042,1
Jeep,Compass,2023,2024,13586,Diesel,Manual,Preto,4,MG,66149,1
Volkswagen,Jetta,2012,2013,216230,Flex,Manual,Azul,4,ES,10000,0
Toyota,Etios,2018,2018,79432,Diesel,Manual,Preto,4,SC,37323,1
Chevrolet,Onix,2021,2021,50820,Flex,Manual,Cinza,4,RJ,34277,1
Fiat,Palio,2024,2024,19291,Flex,CVT,Branco,4,PR,46390,1
Peugeot,3008,2007,2007,295806,Gasolina,Manual,Prata,4,BA,10000,0
Citroën,C4 Cactus,2006,2006,266658,Flex,Manual,Prata,4,PE,10000,0
Fiat,Strada,2010,2010,180196,Flex,Automático,Vermelho,4,CE,10000,1
Fiat,Siena,2005,2005,227136,Diesel,Automático,Prata,4,SC,10000,0
Volkswagen,Gol,2019,2019,82884,Flex,Manual,Marrom,4,PR,17463,0
Citroën,Aircross,2018,2018,58981,Diesel,Manual,Marrom,4,RJ,22304,0
Honda,HR-V,2025,2025,1555,Flex,Manual,Cinza,2,CE,109909,1
Peugeot,208,2012,2013,109007,Flex,Automático,Branco,4,MG,14453,0
Renault,Clio,2020,2021,61744,Flex,Manual,Branco,2,MG,23681,0
Volkswagen,Gol,2008,2009,144010,Flex,Automático,Cinza,2,RS,10000,0
Nissan,Sentra,2017,2018,99698,Diesel,Manual,Azul,4,SC,26780,0
Nissan,Versa,2017,2017,115220,Flex,Automático,Prata,2,RJ,25188,0
Toyota,Corolla,2018,2018,97265,Flex,Manual,Vermelho,4,RS,36657,1
Volkswagen,Nivus,2023,2023,26684,Flex,Automático,Marrom,4,RJ,41021,1
Hyundai,i30,2006,2006,174118,Flex,Manual,Marrom,4,SC,10000,0
Ford,Focus,2008,2009,195582,Flex,Automatizado,Azul,4,CE,10000,0
Honda,City,2018,2018,95429,Diesel,Manual,Prata,2,CE,24844,0
Chevrolet,Spin,2025,2025,2072,Flex,Manual,Cinza,4,RJ,54125,1
Citroën,C4 Cactus,2013,2014,269370,Flex,Automatizado,Cinza,4,BA,10000,1
Hyundai,HB20,2018,2019,97950,Flex,Manual,Marrom,4,RS,29579,0
Toyota,Corolla,2025,2025,1949,Flex,Manual,Branco,2,CE,73650,1
Chevrolet,Spin,2005,2006,129787,Flex,Automático,Branco,2,ES,10000,0
Fiat,Argo,2011,2011,236457,Flex,Manual,Branco,4,PE,10000,0
Volkswagen,Voyage,2007,2008,193580,Flex,Manual,Branco,4,GO,10000,0
Ford,Ranger,2017,2017,66595,Flex,Automatizado,Branco,4,SP,23857,0
Peugeot,2008,2010,2010,145261,Flex,Automático,Branco,4,MG,10000,0
Peugeot,2008,2007,2008,191253,Flex,Manual,Vermelho,2,RS,10000,0
Chevrolet,Onix Plus,2009,2010,212226,Flex,Manual,Preto,2,DF,10000,0
Chevrolet,Tracker,2011,2011,144040,Flex,Manual,Prata,2,RJ,10000,0
Citroën,Aircross,2019,2020,54032,Flex,Automatizado,Branco,4,PE,32246,1
Chevrolet,S10,2008,2008,293136,Diesel,Manual,Marrom,4,DF,10000,0
Volkswagen,Up!,2009,2009,96275,Flex,Manual,Branco,4,RS,10000,1
Peugeot,2008,2016,2016,106569,Flex,Automático,Prata,4,BA,21415,1
Ford,Fiesta,2013,2014,228497,Flex,Manual,Vermelho,4,DF,10000,0
Hyundai,i30,2016,2016,196981,Flex,Automático,Preto,4,BA,10000,0
Peugeot,2008,2009,2010,224641,Flex,Manual,Marrom,2,RS,10000,0
Renault,Duster,2012,2012,240394,Gasolina,Automatizado,Marrom,4,SP,10000,0
Ford,Fiesta,2011,2012,108438,Flex,Automático,Vermelho,4,MG,11599,0
Citroën,C3,2012,2013,221323,Flex,Automático,Prata,4,DF,10000,0
Renault,Captur,2017,2017,149134,Flex,Automatizado,Cinza,2,RS,10000,0
Chevrolet,Cobalt,2006,2006,247733,Flex,Manual,Vermelho,4,RJ,10000,0
Hyundai,Tucson,2006,2006,270289,Diesel,Manual,Vermelho,2,PR,10000,0
Volkswagen,Jetta,2010,2011,243860,Flex,Automático,Marrom,4,DF,10000,0
Volkswagen,Up!,2005,2006,238484,Diesel,Automático,Azul,4,BA,10000,0
Peugeot,208,2020,2021,61878,Flex,Manual,Vermelho,4,RJ,28991,1
Ford,Ranger,2021,2022,44509,Flex,Automático,Vermelho,4,PE,46927,0
Citroën,C4 Cactus,2025,2025,1742,Flex,Manual,Vermelho,2,ES,44782,0
Chevrolet,Prisma,2012,2013,174721,Flex,Manual,Azul,4,BA,10000,0
Fiat,Siena,2011,2011,197640,Flex,Automático,Preto,4,BA,10000,0
Fiat,Siena,2025,2025,1489,Flex,Automático,Prata,2,PR,64200,1
Citroën,C3,2018,2019,132211,Flex,Manual,Vermelho,4,RS,14560,0
Jeep,Compass,2010,2011,266070,Flex,Manual,Prata,4,CE,10000,0
Honda,City,2021,2022,28245,Flex,Manual,Vermelho,2,DF,66624,0
Volkswagen,Amarok,2010,2011,117107,Flex,Manual,Prata,2,PR,10042,0
Toyota,Yaris,2009,2010,175137,Flex,Automático,Marrom,4,GO,10000,0
Hyundai,i30,2018,2019,63904,Diesel,Automático,Marrom,4,BA,31591,1
Peugeot,2008,2008,2009,155605,Flex,Automático,Vermelho,4,RJ,10000,1
Citroën,C4 Cactus,2010,2011,188597,Flex,CVT,Prata,2,BA,10000,0
Ford,EcoSport,2014,2015,191509,Gasolina,Automático,Prata,4,SP,10000,0
Toyota,Etios,2013,2014,89877,Flex,Automático,Prata,2,ES,28431,1
Renault,Duster,2024,2024,10658,Flex,Automático,Marrom,2,ES,37946,0
Honda,Fit,2016,2017,124957,Flex,Automatizado,Branco,2,MG,27677,0
Nissan,Versa,2008,2009,249859,Diesel,Automático,Preto,4,ES,10000,0
Hyundai,Tucson,2015,2015,142019,Flex,Automático,Branco,4,DF,18759,0
Ford,Focus,2016,2016,100940,Diesel,Manual,Cinza,4,ES,19398,0
Citroën,Aircross,2015,2016,54518,Gasolina,Manual,Cinza,4,RS,20555,0
Toyota,Etios,2008,2009,141622,Gasolina,Manual,Branco,2,RS,12023,0
Hyundai,Tucson,2014,2015,125874,Flex,Manual,Branco,4,CE,15455,0
Nissan,Frontier,2006,2006,119858,Flex,Automático,Branco,4,RS,13832,0
Jeep,Compass,2016,2016,84806,Flex,Automático,Vermelho,4,GO,32799,1
Renault,Duster,2007,2007,105907,Flex,Manual,Branco,4,CE,10000,0
Jeep,Renegade,2011,2011,126140,Gasolina,Manual,Prata,4,PE,20556,1
Peugeot,3008,2013,2014,83328,Gasolina,Automático,Cinza,4,GO,15515,0
Hyundai,i30,2020,2021,80260,Flex,Manual,Preto,4,BA,38590,0
Toyota,Yaris,2015,2015,146299,Flex,Manual,Azul,2,DF,20372,0
Citroën,Aircross,2021,2021,82088,Flex,Automático,Azul,4,RJ,27307,0
Nissan,March,2021,2021,94964,Flex,Manual,Marrom,4,SP,38336,0
Nissan,Kicks,2011,2011,210690,Flex,Manual,Azul,4,BA,10000,0
Nissan,Frontier,2009,2009,228318,Gasolina,Automático,Cinza,4,RS,10000,0
Nissan,Sentra,2024,2024,10551,Gasolina,Automático,Marrom,4,RS,70441,1
Jeep,Compass,2015,2016,84684,Flex,Automatizado,Prata,4,GO,28918,0
Peugeot,3008,2010,2010,225721,Flex,Manual,Azul,4,PE,10000,0
Fiat,Argo,2018,2019,84069,Flex,Manual,Marrom,2,PE,24028,0
Toyota,Etios,2019,2019,71831,Flex,Automático,Prata,4,SP,43048,1
Hyundai,Tucson,2007,2007,316354,Flex,Manual,Prata,2,MG,10000,0
Volkswagen,Up!,2007,2008,371584,Flex,Manual,Vermelho,4,CE,10000,0
Chevrolet,Cobalt,2010,2011,251383,Flex,Automático,Vermelho,2,CE,10000,0
Hyundai,i30,2009,2010,137765,Flex,Manual,Azul,4,SP,10747,0
Toyota,SW4,2014,2015,102924,Flex,Manual,Cinza,4,ES,22847,1
Ford,Ka,2021,2021,30899,Flex,Manual,Preto,4,RS,39744,1
Nissan,Kicks,2020,2020,67815,Flex,Automático,Branco,4,GO,45340,1
Chevrolet,Cruze,2005,2006,360624,Flex,CVT,Cinza,2,PR,10000,0
Jeep,Compass,2015,2016,159907,Flex,CVT,Marrom,2,SC,13202,0
Renault,Logan,2022,2022,36299,Diesel,Automático,Vermelho,4,RJ,28527,1
Renault,Kwid,2025,2025,1002,Flex,Automático,Branco,2,CE,59817,1
Nissan,Sentra,2022,2022,44853,Flex,Manual,Cinza,4,RJ,38384,1
Toyota,Etios,2014,2014,174965,Flex,Automático,Prata,4,CE,10601,0
Renault,Captur,2025,2025,627,Flex,Automático,Vermelho,2,RS,64069,1
Jeep,Commander,2006,2007,206099,Flex,Manual,Preto,4,ES,10000,0
Nissan,Sentra,2014,2014,185620,Flex,Automático,Azul,4,SC,10000,0
Honda,CR-V,2016,2017,153526,Etanol,Automático,Marrom,4,BA,17550,0
Hyundai,Creta,2010,2011,193679,Flex,Manual,Preto,2,CE,10000,0
Chevrolet,Tracker,2024,2025,2110,Flex,Manual,Vermelho,4,CE,70415,1
Volkswagen,Tiguan,2024,2024,14668,Flex,Manual,Azul,4,MG,37317,1
Honda,CR-V,2016,2017,130001,Flex,Manual,Prata,4,GO,23820,1
Fiat,Toro,2005,2005,381297,Gasolina,Manual,Prata,2,GO,10000,0
Volkswagen,Voyage,2010,2011,154825,Flex,Manual,Cinza,4,SP,10000,0
Fiat,Punto,2007,2008,249909,Flex,Manual,Marrom,4,RJ,10000,1
Chevrolet,Prisma,2012,2012,119051,Gasolina,Automático,Branco,4,RS,10000,1
Hyundai,HB20,2014,2014,195975,Diesel,Automático,Cinza,4,RS,10000,0
Renault,Captur,2023,2023,21175,Flex,Manual,Azul,4,RS,36877,1
Nissan,Versa,2010,2010,156876,Flex,Manual,Preto,4,RJ,10000,0
Volkswagen,T-Cross,2019,2019,46678,Diesel,Manual,Vermelho,4,SC,20601,1
Toyota,RAV4,2014,2015,74163,Diesel,CVT,Branco,4,SC,26788,1
Fiat,Toro,2012,2012,151309,Flex,Manual,Cinza,4,DF,10000,0
Chevrolet,Tracker,2018,2019,83606,Flex,Manual,Marrom,4,SC,24394,1
Jeep,Renegade,2016,2017,63856,Etanol,Manual,Cinza,4,GO,40017,0
Renault,Sandero,2007,2008,153883,Flex,CVT,Preto,4,RS,10000,0
Chevrolet,Prisma,2014,2015,119533,Flex,Manual,Prata,2,ES,10000,0
Volkswagen,Amarok,2015,2015,153726,Diesel,Automático,Preto,4,SC,10000,0
Citroën,Aircross,2006,2007,147460,Flex,Automático,Prata,4,GO,10000,0
Volkswagen,Amarok,2016,2017,93224,Flex,Manual,Marrom,4,MG,13735,0
Hyundai,HB20S,2024,2025,839,Flex,Manual,Marrom,4,CE,64613,1
Nissan,March,2005,2006,248054,Flex,CVT,Marrom,4,CE,10000,0
Toyota,Etios,2023,2023,14749,Flex,Manual,Preto,4,MG,79089,1
Nissan,Frontier,2012,2012,233003,Flex,Manual,Vermelho,4,CE,10000,0
Toyota,Yaris,2022,2023,44306,Flex,Manual,Branco,4,MG,78279,1
Fiat,Argo,2017,2017,102850,Etanol,Manual,Marrom,4,MG,19887,1
Honda,HR-V,2010,2010,265675,Flex,Manual,Vermelho,4,PE,10000,0
Toyota,Yaris,2016,2017,80548,Flex,Manual,Vermelho,4,SC,32123,0
Peugeot,208,2022,2023,32149,Flex,Automático,Azul,4,CE,37256,1
Volkswagen,Amarok,2006,2007,410786,Flex,Manual,Vermelho,2,RS,10000,0
Nissan,Kicks,2008,2008,371380,Flex,Automático,Azul,4,RS,10000,0
Hyundai,HB20,2017,2018,98379,Flex,Automatizado,Vermelho,2,ES,29378,0
Honda,WR-V,2014,2014,74077,Gasolina,Manual,Prata,4,MG,24642,0
Fiat,Pulse,2006,2007,179214,Flex,Manual,Marrom,4,BA,10000,0
Peugeot,208,2024,2024,10516,Gasolina,Manual,Marrom,4,DF,48662,1
Citroën,C4 Cactus,2009,2010,207030,Flex,Manual,Branco,4,RS,10000,0
Hyundai,HB20S,2015,2015,72086,Flex,Automático,Azul,4,BA,25842,1
Nissan,Kicks,2017,2018,167383,Flex,Manual,Marrom,2,GO,12148,1
Hyundai,HB20S,2022,2023,32969,Gasolina,Automático,Azul,4,SC,61098,1
Fiat,Siena,2008,2008,241469,Diesel,Manual,Prata,4,BA,10000,0
Peugeot,208,2012,2012,137681,Flex,Automático,Preto,2,SP,12623,1
Toyota,SW4,2024,2025,1798,Flex,Manual,Branco,4,RJ,68848,1
Fiat,Strada,2023,2024,19859,Flex,Manual,Prata,4,PE,38906,1
Citroën,Aircross,2013,2013,160588,Flex,Manual,Prata,2,DF,10000,0
Toyota,Corolla,2007,2008,353179,Flex,Automático,Preto,4,PE,10000,0
Citroën,C4 Cactus,2013,2013,182750,Flex,Manual,Prata,4,ES,10000,0
Peugeot,3008,2016,2017,118816,Flex,Automático,Marrom,4,PE,16363,0
Jeep,Renegade,2016,2017,158220,Flex,Manual,Prata,4,PR,20349,0
Volkswagen,Gol,2006,2007,260286,Flex,CVT,Azul,4,PR,10000,0
Honda,HR-V,2007,2007,199013,Flex,Manual,Prata,4,MG,10000,0
Honda,HR-V,2025,2025,2038,Flex,Manual,Prata,4,DF,73699,0
Chevrolet,Cruze,2011,2012,167814,Etanol,Automatizado,Branco,4,ES,10000,0
Volkswagen,Amarok,2012,2012,173766,Flex,Automático,Cinza,4,SC,10000,0
Peugeot,2008,2021,2021,57606,Flex,Automático,Preto,4,GO,32432,1
Honda,WR-V,2005,2005,228500,Flex,Automático,Vermelho,4,PE,10000,0
Peugeot,3008,2014,2014,170843,Diesel,Automático,Marrom,4,RJ,10000,0
Volkswagen,Virtus,2012,2013,93965,Flex,Manual,Prata,4,GO,13418,0
Fiat,Cronos,2011,2012,121712,Diesel,Manual,Vermelho,4,SC,10000,1
Citroën,C3,2006,2006,391425,Flex,Manual,Cinza,4,RS,10000,0
Ford,Ranger,2008,2009,244095,Flex,Manual,Cinza,4,PR,10000,0
Honda,HR-V,2005,2006,329742,Flex,CVT,Marrom,4,SP,10000,0
Citroën,C4 Cactus,2021,2022,35501,Flex,CVT,Vermelho,2,GO,42277,1
Fiat,Uno,2005,2006,123601,Flex,Automático,Marrom,4,CE,10000,0
Chevrolet,Montana,2009,2010,248662,Flex,Manual,Azul,2,PR,10000,0
Nissan,March,2006,2007,151537,Flex,Automático,Preto,4,BA,10000,0
Jeep,Commander,2009,2010,160391,Flex,Automático,Vermelho,2,SP,12263,1
Ford,Ka,2015,2016,179956,Flex,Automático,Preto,2,RS,10000,1
Citroën,C4 Cactus,2025,2025,2219,Flex,Automático,Azul,4,SC,70839,1
Honda,Fit,2015,2016,149160,Diesel,CVT,Cinza,2,RJ,21504,1
Peugeot,2008,2021,2022,44290,Flex,Automático,Prata,4,ES,32140,0
Volkswagen,Virtus,2013,2014,100167,Etanol,Automático,Prata,4,SC,13972,0
Nissan,Sentra,2015,2016,91202,Flex,Manual,Prata,4,MG,17338,1
Jeep,Compass,2008,2009,180363,Gasolina,CVT,Azul,4,ES,10000,0
Volkswagen,Nivus,2009,2010,197603,Flex,CVT,Marrom,2,RS,10000,0
Hyundai,HB20S,2012,2013,201066,Diesel,Automatizado,Marrom,4,PE,10000,0
Hyundai,HB20S,2015,2016,163364,Flex,Manual,Vermelho,4,SP,14816,1
Honda,WR-V,2015,2016,181030,Flex,Manual,Cinza,4,PR,11097,0
Peugeot,3008,2007,2008,182331,Etanol,Manual,Prata,2,MG,10000,0
Honda,WR-V,2007,2007,204925,Etanol,Automático,Azul,2,BA,10000,0
Nissan,Sentra,2016,2017,148790,Etanol,Automático,Preto,4,BA,16454,1
Ford,Focus,2013,2014,133407,Flex,Automático,Branco,2,PE,10000,0
Nissan,Kicks,2011,2012,245812,Flex,Automático,Vermelho,4,PR,10000,0
Chevrolet,Tracker,2010,2010,223480,Flex,Manual,Vermelho,4,RJ,10000,0
Toyota,RAV4,2025,2025,640,Gasolina,Manual,Vermelho,2,GO,98067,0
Jeep,Compass,2021,2022,29895,Gasolina,Manual,Branco,4,DF,79155,1
Renault,Oroch,2012,2013,106160,Flex,Automático,Marrom,4,RS,10000,0
Toyota,Etios,2021,2022,50717,Flex,Automático,Preto,4,SC,57675,1
Nissan,Versa,2021,2021,50297,Flex,Manual,Marrom,4,RJ,42172,0
Chevrolet,Onix Plus,2008,2009,254116,Flex,Manual,Azul,4,GO,10000,1
Citroën,Aircross,2013,2014,142775,Flex,Manual,Prata,2,SP,11507,0
Ford,Ranger,2019,2020,59347,Flex,Automatizado,Vermelho,4,MG,27216,1
Peugeot,208,2007,2007,243709,Flex,Automático,Marrom,4,PE,10000,0
Chevrolet,Onix,2025,2025,1442,Flex,Manual,Vermelho,4,BA,50301,1
Jeep,Compass,2019,2020,46552,Flex,Manual,Marrom,4,SC,66824,1
Nissan,Versa,2016,2017,89281,Flex,Automático,Prata,4,CE,34672,0
Hyundai,HB20,2014,2015,132613,Flex,Automático,Branco,2,SC,18109,0
Volkswagen,Nivus,2012,2013,140553,Flex,Manual,Cinza,4,ES,10000,1
Hyundai,HB20,2012,2013,169867,Flex,Manual,Preto,4,BA,10000,0
